symbol,Business Content
BA,航空機メーカーの最大手
BAC,大手銀行、金融持株会社
BAH,ITコンサルティングサービスの提供
BALY,カジノ運営
BAM,不動産や発電に特化したカナダの資産管理会社
BANC,個人、民間企業、起業家、世帯、雇用者、住宅保有者向けに商業銀行業務および住宅ローンのサービスを提供する銀行。
BAND,主にクラウドベースの通信プラットフォームを提供するIT企業。
BANF,個人・法人顧客に各種ローンやキャッシュマネジメント、信託、仲介などの金融商品とサービスを提供している。
BANR,個人、法人、および公共部門事業向けに、さまざまな商業銀行業務と金融商品の提供している。
BAP,子会社を通じて、商業・投資銀行業務のほか保険業務などを提供しているペルーに本社を置くバミューダ籍の金融サービス持株会社。
BARK,犬向けのオムニチャネルブランド。
BATL,石油・液化天然ガス資産を取得し、生産・探鉱・開発を手掛ける独立系石油・ガス会社
BAX,血液病治療薬品・機器の最大手
BB,カナダに本社を置く通信機器メーカー。BlackBerryの製造・販売に従事
BBBY,家庭用品小売チェーン
BBCP,米国のコンクリート関連サービス企業の持株会社
BBI,自社のデオキシリボ核酸(DNA)送達技術(遺伝子治療技術)に基づくバイオ医薬品製品を研究・開発している会社
BBIG,消費財およびデジタルマーケティング会社。
BBIO,主に遺伝性疾患のための医薬品の開発に従事するバイオ医薬品企業。
BBQ,カジュアルレストラン｢フェイマス・デイブス｣のフランチャイズ運営を手掛ける米国のレストランチェーン。
BBSI,企業の複雑な雇用関係問題に対処する外注ソリューションを提供
BBW,顧客が独自のぬいぐるみを作る体験型ストア。
BBWI,米国全土でビクトリア・シークレット等の専門店を経営
BBY,家電量販店チェーン
BC,米国のレジャー製品メーカー。
BCAB,癌治療のための抗体ベースの治療法の開発に取り組む米国のバイオ医薬品企業
BCBP,中小企業および消費者向けにサービスを提供する商業銀行。
BCC,構造、外観、および工業用合板パネルだけでなく、加工木材製品を製造する米国の建築製品メーカー。
BCE,カナダで通信サービスを提供
BCEI,石油・天然ガスの買収、探鉱、開発、生産を行う米国の独立系探鉱・生産会社。
BCEL,固形腫瘍に対する免疫療法を開発しているバイオテクノロジー会社
BCLI,筋萎縮性側索硬化症（ALS）などの神経変性疾患向けの自己成体幹細胞治療法を開発するバイオテクノロジー会社。
BCML,米国の銀行持株会社
BCO,金融機関などに提供するグローバルなセキュリティー・サービス会社。
BCOR,世界各地の取引企業向けに個人・専門家向けにオンライン税務ソリューションを提供しているIT関連会社。
BCOV,世界中の専門のデジタルメディアの出版・流通に使用される一連の製品を提供している企業
BCPC,食品、飼料、医療消毒業界向けに特殊機能性材料を開発、製造、販売する化学品メーカー。
BCRX,感染症、炎症性疾患、がんに含まれる主要酵素を阻止する小分子薬の設計、最適化、開発を手掛けるバイオ製薬会社
BCYC,臨床段階のバイオ医薬品会社。
BDC,シグナルトランスミッション・ソリューションのメーカー｡
BDL,レストランや酒屋のチェーンを運営している米国の企業
BDR,ブロードバンド製品のソリューションの技術開発および製造をしている企業
BDSI,米国のバイオ医薬品メーカー
BDSX,肺がんに関する血液検査ツールを提供する米国のバイオテクノロジー企業
BDTX,遺伝性がん患者向けの治療法を開発する米国の医薬品企業
BDX,グローバル医療テク ノロジー企業
BE,発電機器メーカー。燃料電池システムやエネルギー・サーバーの設計・製造・販売。
BECN,米国とカナダで、外壁羽目板、窓、特殊板材、防水システムなどを販売している会社。
BEEM,太陽光発電の企画・建築・発明に従事する太陽光発電会社
BEKE,ケイマン諸島籍の不動産のネット取引を手掛ける会社
BELFA,電子部品メーカー
BELFB,電子製品の製造企業
BEN,コンサルタント会社
BEPC,カナダの電力会社
BERY,世界で事業を展開するプラスチック製品・コンテナを製造。
BFAM,保育や早期教育サービスなどを提供する米国企業。
BFC,米国の銀行持株会社
BFI,ハンバーガーショップ
BFIN,主に商業・家庭・個人向けの銀行業務の提供
BFLY,医療用画像装置の製造・販売会社
BFST,米国の銀行持株会社
BG,総合食品会社。とうもろこしや大豆の生産から、農薬・肥料の供給まで幅広く手がける
BGCP,金融・非金融機関向けにバックオフィスサービス等を提供
BGFV,米国西部におけるスポーツ用品の小売
BGS,北米の常温保存食製造・販売・配送している加工食品会社
BGSF,米国の人材派遣会社
BH,レストランのフランチャイズ・運営及び投資運用
BHB,ブローカーを通じて、預金、ローン、および関連銀行商品だけでなく、仲介サービスを提供
BHC,カナダの総合製薬会社
BHE,電子機器の受託製造・設計サービスに従事している受託製造サービス会社。
BHF,保険・投資管理会社。
BHLB,マサチューセッツ州認可の貯蓄銀行で、ピッツフィールドとバークシャイヤーの両郡で事業を展開する持株会社。
BHVN,希少な神経疾患治療薬の研究に従事するバイオ医薬品企業
BIG,全米各地の営業店舗で在庫処分品を販売する小売業者。
BIGC,eコマースプラットフォームを提供している会社
BIIB,バイオ医薬品会社
BILL,会計管理及び財務処理向けのソフトウェアを提供する米国の会社
BIMI,エネルギー技術事業を運営
BIO,ライフサイエンス用研究器材などを販売・製造している研究所の運営会社
BIOC,商品化段階のがん診断会社
BIOL,歯科用レーザー会社。
BIPC,米国のインフラストラクチャー企業
BITF,暗号資産マイニング企業。
BIVI,肝硬変による腹水症の治療薬の開発を行うバイオ医薬品企業
BJ,米国の大型会員制スーパー持株会社。
BJRI,BJ's Restaurant & Brewery、BJ's Pizza & Grill、BJ's Restaurant & Brewhouseの各レストランを経営するレストラン経営会社。
